2L	avgtrue	avgctrl	+3s	-3s
-4.0	1.4210526315789473	1.1929824561403508	2.114947632439258	0.27101727984144364
-3.0	1.348484848484848	1.2292929292929289	1.6956544981937745	0.7629313603920834
-2.0	1.145228215767634	1.2749654218533875	1.5443199828283463	1.0056108608784287
-1.0	1.245856353591161	1.3066298342541445	1.517613121110823	1.095646547397466
0.0	1.4543010752688161	1.3114695340501783	1.4615669538129907	1.1613721142873659
1.0	1.3089430894308927	1.3022583559168912	1.4590917776027597	1.1454249342310228
2.0	1.2732732732732737	1.3123123123123126	1.4586517725800539	1.1659728520445714
3.0	1.1999999999999993	1.3056410256410251	1.589277596171011	1.0220044551110392
4.0	1.5428571428571427	1.3466666666666667	2.2816242981103336	0.41170903522299995
