X	150000	349999	X	150000	349999
X	350000	524999	X	350000	524999
X	525000	649999	X	525000	649999
X	650000	974999	X	650000	974999
X	975000	1124999	X	975000	1124999
X	1125000	1249999	X	1125000	1249999
X	1250000	1424999	X	1250000	1424999
X	1425000	1599999	X	1425000	1599999
X	1600000	1774999	X	1600000	1774999
X	1775000	1974999	X	1775000	1974999
X	2150000	2274999	X	2150000	2274999
X	2275000	2374999	X	2275000	2374999
X	2375000	2524999	X	2375000	2524999
X	2525000	2774999	X	2525000	2774999
X	2775000	2949999	X	2775000	2949999
X	2950000	3124999	X	2950000	3124999
X	3125000	3349999	X	3125000	3349999
X	3350000	3499999	X	3350000	3499999
X	3500000	3649999	X	3500000	3649999
X	3650000	3799999	X	3650000	3799999
X	3800000	3974999	X	3800000	3974999
X	3975000	4074999	X	3975000	4074999
X	4075000	4224999	X	4075000	4224999
X	4225000	4399999	X	4225000	4399999
X	4400000	4549999	X	4400000	4549999
X	4550000	4649999	X	4550000	4649999
X	4650000	4799999	X	4650000	4799999
X	4800000	4899999	X	4800000	4899999
X	4900000	5049999	X	4900000	5049999
X	5050000	5174999	X	5050000	5174999
X	5175000	5424999	X	5175000	5424999
X	5425000	5574999	X	5425000	5574999
X	5575000	5749999	X	5575000	5749999
X	5750000	5924999	X	5750000	5924999
X	6225000	6324999	X	6225000	6324999
X	6325000	6449999	X	6325000	6449999
X	6450000	6599999	X	6450000	6599999
X	6600000	6774999	X	6600000	6774999
X	6775000	6924999	X	6775000	6924999
X	6925000	7024999	X	6925000	7024999
X	7025000	7149999	X	7025000	7149999
X	7150000	7249999	X	7150000	7249999
X	7250000	7449999	X	7250000	7449999
X	7450000	7724999	X	7450000	7724999
X	7900000	8049999	X	7900000	8049999
X	8050000	8149999	X	8050000	8149999
X	8150000	8274999	X	8150000	8274999
X	8275000	8399999	X	8275000	8399999
X	8400000	8499999	X	8400000	8499999
X	8500000	8649999	X	8500000	8649999
X	8650000	8799999	X	8650000	8799999
X	8800000	8974999	X	8800000	8974999
X	8975000	9149999	X	8975000	9149999
X	9150000	9299999	X	9150000	9299999
X	9300000	9449999	X	9300000	9449999
X	9450000	9549999	X	9450000	9549999
X	9550000	9699999	X	9550000	9699999
X	9700000	9824999	X	9700000	9824999
X	9825000	9974999	X	9825000	9974999
X	9975000	10074999	X	9975000	10074999
X	10100000	10224999	X	10100000	10224999
X	10225000	10399999	X	10225000	10399999
X	10400000	10524999	X	10400000	10524999
X	10525000	10699999	X	10525000	10699999
X	10725000	10974999	X	10725000	10974999
X	10975000	11099999	X	10975000	11099999
X	11100000	11199999	X	11100000	11199999
X	11200000	11324999	X	11200000	11324999
X	11325000	11424999	X	11325000	11424999
X	11425000	11599999	X	11425000	11599999
X	11600000	11724999	X	11600000	11724999
X	11725000	11874999	X	11725000	11874999
X	11875000	12074999	X	11875000	12074999
X	12075000	12224999	X	12075000	12224999
X	12225000	12399999	X	12225000	12399999
X	12475000	12574999	X	12475000	12574999
X	12575000	12699999	X	12575000	12699999
X	12700000	12799999	X	12700000	12799999
X	12800000	12899999	X	12800000	12899999
X	12900000	13024999	X	12900000	13024999
X	13025000	13149999	X	13025000	13149999
X	13150000	13274999	X	13150000	13274999
X	13275000	13399999	X	13275000	13399999
X	13400000	13499999	X	13400000	13499999
X	13500000	13624999	X	13500000	13624999
X	13625000	13724999	X	13625000	13724999
X	13725000	13849999	X	13725000	13849999
X	13850000	13974999	X	13850000	13974999
X	13975000	14149999	X	13975000	14149999
X	14150000	14249999	X	14150000	14249999
X	14250000	14399999	X	14250000	14399999
X	14400000	14499999	X	14400000	14499999
X	14500000	14624999	X	14500000	14624999
X	14625000	14749999	X	14625000	14749999
X	14750000	14849999	X	14750000	14849999
X	14850000	14974999	X	14850000	14974999
X	14975000	15099999	X	14975000	15099999
X	15100000	15224999	X	15100000	15224999
X	15225000	15324999	X	15225000	15324999
X	15325000	15424999	X	15325000	15424999
X	15425000	15549999	X	15425000	15549999
X	15550000	15699999	X	15550000	15699999
X	15700000	15799999	X	15700000	15799999
X	15800000	15924999	X	15800000	15924999
X	15925000	16074999	X	15925000	16074999
X	16075000	16174999	X	16075000	16174999
X	16175000	16299999	X	16175000	16299999
X	16300000	16524999	X	16300000	16524999
X	16550000	16674999	X	16550000	16674999
X	16675000	16774999	X	16675000	16774999
X	16775000	16949999	X	16775000	16949999
X	16950000	17074999	X	16950000	17074999
X	17075000	17224999	X	17075000	17224999
X	17225000	17349999	X	17225000	17349999
X	17350000	17524999	X	17350000	17524999
X	17525000	17699999	X	17525000	17699999
X	17700000	17949999	X	17700000	17949999
X	17950000	18074999	X	17950000	18074999
X	18075000	18224999	X	18075000	18224999
X	18225000	18349999	X	18225000	18349999
X	18350000	18449999	X	18350000	18449999
X	18450000	18574999	X	18450000	18574999
X	18575000	18774999	X	18575000	18774999
X	18775000	18974999	X	18775000	18974999
X	18975000	19124999	X	18975000	19124999
X	19125000	19474999	X	19125000	19474999
X	19475000	19599999	X	19475000	19599999
X	19600000	19749999	X	19600000	19749999
X	19750000	19949999	X	19750000	19949999
X	19950000	20049999	X	19950000	20049999
X	20050000	20174999	X	20050000	20174999
X	20175000	20274999	X	20175000	20274999
X	20275000	20349999	X	20275000	20349999
X	20350000	20424999	X	20350000	20424999
X	20425000	20524999	X	20425000	20524999
X	20525000	20649999	X	20525000	20649999
X	20650000	20699999	X	20650000	20699999
X	20700000	20774999	X	20700000	20774999
X	20775000	20899999	X	20775000	20899999
X	20900000	21024999	X	20900000	21024999
X	21025000	21149999	X	21025000	21149999
X	21150000	21249999	X	21150000	21249999
X	21250000	21374999	X	21250000	21374999
X	21375000	21499999	X	21375000	21499999
X	21500000	21599999	X	21500000	21599999
X	21600000	21724999	X	21600000	21724999
X	21725000	21849999	X	21725000	21849999
X	21850000	21949999	X	21850000	21949999
X	21950000	22049999	X	21950000	22049999
X	22050000	22149999	X	22050000	22149999
X	22150000	22249999	X	22150000	22249999
X	22250000	22349999	X	22250000	22349999
X	22350000	22449999	X	22350000	22449999
X	22450000	22524999	X	22450000	22524999
X	22525000	22799999	X	22525000	22799999
X	22800000	22949999	X	22800000	22949999
X	22950000	23099999	X	22950000	23099999
X	23100000	23199999	X	23100000	23199999
X	23200000	23274999	X	23200000	23274999
X	23275000	23399999	X	23275000	23399999
X	23400000	23524999	X	23400000	23524999
X	23525000	23624999	X	23525000	23624999
X	23625000	23724999	X	23625000	23724999
X	23725000	23799999	X	23725000	23799999
X	23800000	23899999	X	23800000	23899999
X	23900000	24024999	X	23900000	24024999
X	24025000	24149999	X	24025000	24149999
X	24150000	24299999	X	24150000	24299999
X	24300000	24374999	X	24300000	24374999
X	24375000	24499999	X	24375000	24499999
X	24500000	24624999	X	24500000	24624999
X	24625000	24749999	X	24625000	24749999
X	24750000	24899999	X	24750000	24899999
X	25000000	25124999	X	25000000	25124999
X	25125000	25274999	X	25125000	25274999
X	25275000	25399999	X	25275000	25399999
X	25400000	25474999	X	25400000	25474999
X	25475000	25599999	X	25475000	25599999
X	25600000	25749999	X	25600000	25749999
X	25750000	25899999	X	25750000	25899999
